IYO_000060	223283.PSPTO_0029	2.4e-43	181.4		GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:1901360			NOG[107]	11XW8@NOG	NA|NA|NA	S	TniB family
IYO_000065	223283.PSPTO_0030	2.6e-89	335.1					bactNOG[38]	08WN9@bactNOG,0QR03@gproNOG,11ICP@NOG,179R3@proNOG	NA|NA|NA		
IYO_000080	85643.Tmz1t_3160	3e-35	154.8					bactNOG[38]	08PUF@bactNOG,0BH0D@bproNOG,11FA6@NOG,177N5@proNOG	NA|NA|NA		
IYO_000085	216595.PFLU5305	6.6e-115	419.1					bactNOG[38]	05ERZ@bactNOG,16SEJ@proNOG,COG1475@NOG	NA|NA|NA	K	repB Plasmid Partition
IYO_000090	216595.PFLU5304	2.4e-112	410.6	PARB1		K03497		bactNOG[38]	08MH1@bactNOG,175Q1@proNOG,COG1475@NOG	NA|NA|NA	K	Parb family
IYO_000095	216595.PFLU5303	4.3e-204	716.1	PSPTO_0034				bactNOG[38]	07QIY@bactNOG,16TBC@proNOG,COG1961@NOG	NA|NA|NA	L	Recombinase
IYO_000100	342108.amb1198	4.2e-17	92.8					bactNOG[38]	022QQ@aproNOG,05YKQ@bactNOG,126NM@NOG,17N4Y@proNOG	NA|NA|NA		
IYO_000105	396588.Tgr7_0603	6.5e-119	432.6	CIAB				bactNOG[38]	05C9Z@bactNOG,0QZYR@gproNOG,0XNU4@NOG,16PNJ@proNOG	NA|NA|NA	S	Inherit from proNOG: CiaB protein
IYO_000115	76114.ebA2863	2.5e-07	60.8					bactNOG[38]	06ZAZ@bactNOG,0YVG4@NOG,1856B@proNOG	NA|NA|NA		
IYO_000125	746360.PFWH6_0304	9.9e-150	534.6					bactNOG[38]	05DYP@bactNOG,0QJ7N@gproNOG,16RUI@proNOG,COG1061@NOG,COG4951@NOG	NA|NA|NA	L	Helicase
IYO_000130	223283.PSPTO_0005	1.2e-85	321.2	HSDM		K03427		bactNOG[38]	05CVR@bactNOG,0QJ9Y@gproNOG,16PPK@proNOG,COG0286@NOG	NA|NA|NA	V	type I restriction-modification system
IYO_000135	160488.PP_4091	1e-261	907.5	VIB_000001		K07484		bactNOG[38]	05E5H@bactNOG,0QJ5S@gproNOG,16RHT@proNOG,COG3436@NOG	NA|NA|NA	L	Transposase
IYO_000140	223283.PSPTO_3966	7.2e-65	251.5	MMC1_0320	GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:1901360	K07484		bactNOG[38]	05QQN@bactNOG,11UQ5@NOG,17H1Q@proNOG	NA|NA|NA	L	transposase
IYO_000145	223283.PSPTO_0005	1.5e-174	617.5	HSDM		K03427		bactNOG[38]	05CVR@bactNOG,0QJ9Y@gproNOG,16PPK@proNOG,COG0286@NOG	NA|NA|NA	V	type I restriction-modification system
IYO_000150	223283.PSPTO_0006	2.8e-138	497.3			K01154		bactNOG[38]	090ME@bactNOG,0QSN3@gproNOG,17CKM@proNOG,COG0732@NOG	NA|NA|NA	V	restriction modification system DNA specificity
IYO_000155	223283.PSPTO_0008	0.0	2026.1			K01153		NOG[107]	COG0610@NOG	NA|NA|NA	V	Type I site-specific deoxyribonuclease
IYO_000160	223283.PSPTO_0011	7.7e-119	431.8			K07043		bactNOG[38]	07YU3@bactNOG,16UYZ@proNOG,COG1451@NOG	NA|NA|NA	V	Protein of unknown function DUF45
IYO_000165	264730.PSPPH_0610	3.6e-173	612.8					bactNOG[38]	06JQH@bactNOG,0YA4J@NOG,17YZ9@proNOG	NA|NA|NA		
IYO_000175	743299.Acife_1680	2e-07	60.8					bactNOG[38]	05YS2@bactNOG,0QYSR@gproNOG,12268@NOG,17N8E@proNOG	NA|NA|NA	S	Protein of unknown function (DUF2384)
IYO_000180	379731.PST_3415	3.8e-45	186.8			K01560		bactNOG[38]	05QBR@bactNOG,11WPX@NOG,17H7Y@proNOG	NA|NA|NA	S	HAD-superfamily hydrolase subfamily IA
IYO_000190	223283.PSPTO_0027	2.8e-132	476.5					bactNOG[38]	07A2K@bactNOG,0ZCGN@NOG,189P5@proNOG	NA|NA|NA		
IYO_000195	264730.PSPPH_4320	4.8e-11	71.2	TOLA_1058	GO:0003674,GO:0003824,GO:0004803,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DMH@bactNOG,0QM99@gproNOG,1749U@proNOG,COG3335@NOG	NA|NA|NA	L	Transposase
IYO_000200	391587.KAOT1_19457	1.3e-07	62.0					bactNOG[38]	08RSA@bactNOG,09FG7@bctoNOG,0PBM7@flaNOG,11FKR@NOG	NA|NA|NA		
IYO_000205	83406.HDN1F_04020	6.4e-34	148.3	RECQ2		K03654		bactNOG[38]	05C9U@bactNOG,0QM3E@gproNOG,16PKD@proNOG,COG0514@NOG	NA|NA|NA	L	ATP-dependent DNA helicase RecQ
IYO_000210	205918.Psyr_0106	1.8e-45	186.8	PSYR_0106		K07483		bactNOG[38]	063K5@bactNOG,0QX3F@gproNOG,17Q4R@proNOG,COG2963@NOG	NA|NA|NA	L	Transposase
IYO_000215	205918.Psyr_3810	8.2e-140	501.5	MCA0281		K07497		bactNOG[38]	05DQ6@bactNOG,0QJI9@gproNOG,16QX3@proNOG,COG2801@NOG	NA|NA|NA	L	Transposase
IYO_000220	223283.PSPTO_0189	2.4e-159	566.6	NITA	GO:0000257,GO:0003674,GO:0003824,GO:0006082,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009683,GO:0009850,GO:0009987,GO:0010817,GO:0016787,GO:0016810,GO:0016815,GO:0019752,GO:0032787,GO:0034641,GO:0034754,GO:0042430,GO:0042445,GO:0043436,GO:0044237,GO:0044281,GO:0044710,GO:0046483,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901564	K01501,K01502		bactNOG[38]	05ES4@bactNOG,0QN58@gproNOG,171EN@proNOG,COG0388@NOG	NA|NA|NA	S	Nitrilase
IYO_000225	205918.Psyr_0008	6.6e-150	535.4			K14063		bactNOG[38]	08WFR@bactNOG,0QVGI@gproNOG,17AWG@proNOG,COG2207@NOG	NA|NA|NA	K	transcriptional regulator, arac family
IYO_000230	223283.PSPTO_0187	1e-145	521.2	PLSC	GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0008150,GO:0008152,GO:0009372,GO:0009987,GO:0016020,GO:0042592,GO:0044237,GO:0044238,GO:0044255,GO:0044464,GO:0044710,GO:0044764,GO:0048872,GO:0048874,GO:0051704,GO:0065007,GO:0065008,GO:0071704,GO:0071944	K00655		bactNOG[38]	05E9Q@bactNOG,0QQXT@gproNOG,16RX1@proNOG,COG0204@NOG	NA|NA|NA	I	Phospholipid glycerol acyltransferase
IYO_000235	223283.PSPTO_0186	4e-99	365.9	GMHB	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0034200,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0046914	K03273	HISTP	bactNOG[38]	08ZI0@bactNOG,0QHR1@gproNOG,16RBC@proNOG,COG0241@NOG	NA|NA|NA	E	d,d-heptose 1,7-bisphosphate phosphatase
IYO_000240	223283.PSPTO_0185	0.0	1309.3	GLYS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006426,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K01879,K14164		bactNOG[38]	05C38@bactNOG,0QI9E@gproNOG,16QPX@proNOG,COG0751@NOG	NA|NA|NA	J	Glycyl-tRNA synthetase beta subunit
IYO_000245	264730.PSPPH_0012	1.8e-184	650.2	GLYQ	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01878		bactNOG[38]	08HMW@bactNOG,0RAH2@gproNOG,172A2@proNOG,COG0752@NOG	NA|NA|NA	J	glycyl-tRNA synthetase, alpha subunit
IYO_000250	223283.PSPTO_0183	5.1e-102	375.6	TAG	GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0043733,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	K01246		bactNOG[38]	08R3E@bactNOG,0QPVF@gproNOG,177Q7@proNOG,COG2818@NOG	NA|NA|NA	L	Dna-3-methyladenine glycosylase i
IYO_000255	264730.PSPPH_0014	4.3e-167	592.4	HTRB		K02517,K12974		bactNOG[38]	07WI0@bactNOG,0QQKC@gproNOG,17AIV@proNOG,COG1560@NOG	NA|NA|NA	M	Lipid A Biosynthesis
IYO_000260	223283.PSPTO_0181	0.0	1569.7			K00123		NOG[107]	COG0243@NOG	NA|NA|NA	C	molybdopterin oxidoreductase
IYO_000265	223283.PSPTO_0180	2.1e-250	869.8	TRKA	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015672,GO:0016020,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944	K03499	Kt2pp	bactNOG[38]	05C1A@bactNOG,0QJ3Q@gproNOG,16RDV@proNOG,COG0569@NOG	NA|NA|NA	P	potassium transporter peripheral membrane
IYO_000270	223283.PSPTO_0179	1.3e-252	877.1	RSMB	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:1901360	K03500		bactNOG[38]	05CYJ@bactNOG,0QJN4@gproNOG,16PJK@proNOG,COG0144@NOG	NA|NA|NA	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA (By similarity)
IYO_000275	223283.PSPTO_0178	5e-174	615.5	FMT	GO:0003674,GO:0003824,GO:0004479,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006418,GO:0006431,GO:0006464,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019752,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044710,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K00604		bactNOG[38]	05CAE@bactNOG,0QINX@gproNOG,16PY6@proNOG,COG0223@NOG	NA|NA|NA	J	Modifies the free amino group of the aminoacyl moiety of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by (I) promoting its recognition by IF2 and (II) impairing its binding to EFTu-GTP (By similarity)
IYO_000280	629265.PMA4326_02262	2.4e-90	336.7	DEF	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0006464,GO:0008150,GO:0008152,GO:0008198,GO:0008270,GO:0008463,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046872,GO:0046914,GO:0071704	K01462		bactNOG[38]	08Z02@bactNOG,0QQV7@gproNOG,179MN@proNOG,COG0242@NOG	NA|NA|NA	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)
IYO_000285	223283.PSPTO_0176	5.4e-190	668.7					bactNOG[38]	05D8S@bactNOG,0QIZD@gproNOG,16Q43@proNOG,COG1652@NOG	NA|NA|NA	S	LysM domain-containing protein
IYO_000290	223283.PSPTO_0175	2.6e-206	723.0	SMF		K04096		bactNOG[38]	05C79@bactNOG,0QIIS@gproNOG,16Q42@proNOG,COG0758@NOG	NA|NA|NA	L	DNA protecting protein DprA
IYO_000295	264730.PSPPH_0024	1.9e-104	383.6	RIMN	GO:0000049,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009116,GO:0009119,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0017076,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042278,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046085,GO:0046128,GO:0046483,GO:0055086,GO:0070525,GO:0070526,GO:0071704,GO:0072521,GO:0090304,GO:0097159,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901657	K07566		bactNOG[38]	05EK0@bactNOG,0QSA2@gproNOG,16RA3@proNOG,COG0009@NOG	NA|NA|NA	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
IYO_000300	223283.PSPTO_0173	6.5e-177	625.2	QOR	GO:0003674,GO:0003824,GO:0003960,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0016655,GO:0044424,GO:0044464,GO:0044710,GO:0055114	K00344	NADPHQR2	bactNOG[38]	05EE6@bactNOG,0QKDU@gproNOG,16RD1@proNOG,COG0604@NOG	NA|NA|NA	C	alcohol dehydrogenase
IYO_000305	223283.PSPTO_0170	4e-184	649.0	HEMF	GO:0003674,GO:0003824,GO:0004109,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009064,GO:0009987,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019353,GO:0019438,GO:0019752,GO:0030145,GO:0033013,GO:0033014,GO:0033526,GO:0034641,GO:0042168,GO:0042440,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046148,GO:0046483,GO:0046501,GO:0046872,GO:0046906,GO:0046914,GO:0046983,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605	K00228	CPPPGO	bactNOG[38]	05DBS@bactNOG,0QJJP@gproNOG,16QJV@proNOG,COG0408@NOG	NA|NA|NA	H	Key enzyme in heme biosynthesis. Catalyzes the oxidative decarboxylation of propionic acid side chains of rings A and B of coproporphyrinogen III (By similarity)
IYO_000310	223283.PSPTO_0169	2e-147	526.9	AROE		K00014,K13832	SHK3Dr	bactNOG[38]	05E2X@bactNOG,0QIS2@gproNOG,16RGM@proNOG,COG0169@NOG	NA|NA|NA	E	shikimate dehydrogenase
IYO_000315	223283.PSPTO_0168	1.1e-277	960.7	YBAR		K03321	CHOLSabc	bactNOG[38]	07RBZ@bactNOG,0QM4V@gproNOG,16S4X@proNOG,COG0659@NOG	NA|NA|NA	P	Sulfate transporter
