"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"235","PSPTO_1295","006380","PSPTO_1295","gene",339,839,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"239","PSPTO_2368","pst2368","","gene",339,1819,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"240","PSPTO_2369","pst2369","","gene",293,1819,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"242","PSPTO_2367","pst2367","","gene",247,1819,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"298","PSPTO_2975","016735","PSPTO_2975","gene",339,451,46,17,-0.939945466961848,-0.0274153100022426,-0.912530156959605,"#BCBCD8","#D3D3D3","#BCBCD8"
"299","PSPTO_2974","pst2974","","gene",293,459,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"300","PSPTO_2973","016725","PSPTO_2973","gene",247,459,46,17,0.888983375616542,-0.609490167523812,1.49847354314035,"#D8BCBC","#D3D3D3","#D8BCBC"
"303","PSPTO_4165","021190","PSPTO_4165","gene",339,497,46,17,-0.865606120137646,1.41377343478626,-2.2793795549239,"#BCBCD8","#D8BCBC","#A4A4DD"
"304","PSPTO_0315","pst0315","","gene",293,497,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"305","PSPTO_0314","pst0314","","gene",247,497,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"306","PSPTO_2140","010855","PSPTO_2140","gene",721,1650,46,17,1.26507753886313,4.46231010166647,-3.19723256280333,"#D8BCBC","#EB5E5E","#8D8DE2"
"307","PSPTO_2139","010850","PSPTO_2139","gene",675,1650,46,17,1.84184097809231,5.26021529331665,-3.41837431522434,"#DDA4A4","#F04646","#7575E7"
"308","PSPTO_2141","010860","PSPTO_2141","gene",629,1650,46,17,1.870937498501,5.60730366637328,-3.73636616787228,"#DDA4A4","#F52F2F","#7575E7"
"320","PSPTO_5188","pst5188","","gene",721,979,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"321","PSPTO_5189","026630","PSPTO_5189","gene",675,979,46,17,2.21200768948813,-0.0895334410476718,2.3015411305358,"#DDA4A4","#D3D3D3","#DDA4A4"
"322","PSPTO_5187","pst5187","","gene",629,979,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"323","PSPTO_5320","001790","PSPTO_5320","gene",339,332,46,17,2.86580520159511,0.423771634290651,2.44203356730446,"#E28D8D","#D3D3D3","#E28D8D"
"324","PSPTO_5321","pst5321","","gene",293,332,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"325","PSPTO_5319","pst5319","","gene",247,332,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"329","PSPTO_0311","027965","PSPTO_0311","gene",339,145,46,17,-0.356761807095455,1.03969371569357,-1.39645552278902,"#D3D3D3","#D8BCBC","#BCBCD8"
"330","PSPTO_0310","pst0310","","gene",293,153,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"331","PSPTO_0309","pst0309","","gene",293,136,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"332","PSPTO_3625","017850","PSPTO_3625","gene",247,136,46,17,-0.984643237173532,0.315558868598273,-1.3002021057718,"#BCBCD8","#D3D3D3","#BCBCD8"
"333","PSPTO_0790","pst0790","","gene",721,179,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"334","PSPTO_0788","pst0788","","gene",675,179,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"335","PSPTO_0791","pst0791","","gene",629,179,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"336","PSPTO_3266","pst3266","","gene",721,145,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"337","PSPTO_3267","pst3267","","gene",675,153,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"338","PSPTO_3268","pst3268","","gene",675,136,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"339","PSPTO_2746","pst2746","","gene",629,145,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"340","PSPTO_0661","pst0661","","gene",339,2230,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"341","PSPTO_0662","pst0662","","gene",293,2238,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"342","PSPTO_0663","pst0663","","gene",293,2221,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"343","PSPTO_0664","pst0664","","gene",247,2230,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"344","PSPTO_4575","004115","PSPTO_4575","gene",339,781,46,17,-0.794446749192256,1.28847742867272,-2.08292417786498,"#D3D3D3","#D8BCBC","#A4A4DD"
"345","PSPTO_4576","pst4576","","gene",293,781,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"346","PSPTO_4577","pst4577","","gene",247,781,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"347","PSPTO_0462","pst0462","","gene",339,751,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"348","PSPTO_0463","pst0463","","gene",293,751,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"349","PSPTO_0166","000320","PSPTO_0166","gene",247,751,46,17,1.6136196572026,-0.0840789164827569,1.69769857368536,"#DDA4A4","#D3D3D3","#DDA4A4"
"365","PSPTO_0428","pst0428","","gene",1067,924,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"366","PSPTO_0429","027630","PSPTO_0429","gene",1021,924,46,17,1.4297072392888,-0.347011423999483,1.77671866328828,"#D8BCBC","#D3D3D3","#DDA4A4"
"368","PSPTO_2110","pst2110","","gene",1068,574,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"369","PSPTO_2109","pst2109","","gene",1022,582,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"370","PSPTO_2109","pst2109","","gene",1022,565,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"380","PSPTO_0705","pst0705","","gene",1068,256,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"381","PSPTO_0704","pst0704","","gene",1022,256,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"387","PSPTO_3635","pst3635","","gene",1068,617,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"388","PSPTO_3634","017895","PSPTO_3634","gene",1022,625,46,17,-1.55631882582323,0.101528264939051,-1.65784709076228,"#BCBCD8","#D3D3D3","#A4A4DD"
"389","PSPTO_3633","017890","PSPTO_3633","gene",1022,608,46,17,-1.22478981226674,0.114052901864693,-1.33884271413143,"#BCBCD8","#D3D3D3","#BCBCD8"
"392","PSPTO_5301","027825","PSPTO_5301","gene",293,607,46,17,-0.882143056821604,-0.364801508984598,-0.517341547837006,"#BCBCD8","#D3D3D3","#D3D3D3"
"393","PSPTO_5303","027835","PSPTO_5303","gene",339,616,46,17,-1.1584502506747,-0.6579643591492,-0.500485891525496,"#BCBCD8","#D3D3D3","#D3D3D3"
"394","PSPTO_2785","pst2785","","gene",247,616,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"395","PSPTO_5302","027830","PSPTO_5302","gene",293,624,46,17,-1.56175656959523,-0.567016947728342,-0.994739621866892,"#BCBCD8","#D3D3D3","#BCBCD8"
"430","PSPTO_4452","pst4452","","gene",1067,663,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"431","PSPTO_1273","pst1273","","gene",1021,671,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"432","PSPTO_1272","pst1272","","gene",1021,654,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"449","PSPTO_2414","pst2414","","gene",721,1024,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"450","PSPTO_2415","pst2415","","gene",721,1007,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"451","PSPTO_2416","pst2416","","gene",675,1024,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"452","PSPTO_2417","pst2417","","gene",675,1007,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"453","PSPTO_2418","pst2418","","gene",629,1016,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"457","PSPTO_4564","pst4564","","gene",721,1125,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"458","PSPTO_4563","pst4563","","gene",675,1142,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"459","PSPTO_4562","pst4562","","gene",675,1125,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"460","PSPTO_4557","pst4557","","gene",629,1134,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"461","PSPTO_3632","pst3632","","gene",976,617,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"469","PSPTO_0264","001235","PSPTO_0264","gene",721,1363,46,17,1.81199444322127,-0.402300004591465,2.21429444781274,"#DDA4A4","#D3D3D3","#DDA4A4"
"470","PSPTO_0265","pst0265","","gene",675,1371,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"471","PSPTO_0266","pst0266","","gene",675,1354,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"472","PSPTO_0267","pst0267","","gene",629,1363,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"479","PSPTO_1797","pst1797","PSPTO_1797","gene",339,361,46,17,2.0412451191975,-0.315205064665064,2.35645018386257,"#DDA4A4","#D3D3D3","#DDA4A4"
"480","PSPTO_1796","pst1796","","gene",293,361,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"481","PSPTO_0350","pst0350","","gene",247,361,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"508","PSPTO_1295","006380","PSPTO_1295","gene",339,882,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"512","PSPTO_3330","pst3330","","gene",1485,693,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"581","PSPTO_3489","pst3489","","gene",339,2115,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"582","PSPTO_3488","024010","PSPTO_3488","gene",293,2115,46,17,1.6544040313465,0.122889682873272,1.53151434847323,"#DDA4A4","#D3D3D3","#D8BCBC"
"583","PSPTO_3049","014665","PSPTO_3049","gene",247,2115,46,17,1.31353904282482,0.27127041976271,1.04226862306211,"#D8BCBC","#D3D3D3","#D8BCBC"
"605","PSPTO_1295","006380","PSPTO_1295","gene",339,1489,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"610","PSPTO_1295","006380","PSPTO_1295","gene",339,1785,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"611","PSPTO_1294","006375","PSPTO_1294","gene",293,1793,46,17,0.882664039517055,4.12952725367073,-3.24686321415367,"#D8BCBC","#EB5E5E","#7575E7"
"612","PSPTO_1293","006370","PSPTO_1293","gene",293,1776,46,17,1.12762693638276,4.39818935703358,-3.27056242065081,"#D8BCBC","#EB5E5E","#7575E7"
"613","PSPTO_1292","006365","PSPTO_1292","gene",247,1785,46,17,1.49767283568565,4.37286911325533,-2.87519627756968,"#D8BCBC","#EB5E5E","#8D8DE2"
"626","PSPTO_1295","006380","PSPTO_1295","gene",339,1402,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"635","PSPTO_3740","018990","PSPTO_3740","gene",339,2180,46,17,1.85220373445478,-2.46833518491104,4.32053891936582,"#DDA4A4","#8D8DE2","#EB5E5E"
"636","PSPTO_3737","pst3737","","gene",293,2197,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"637","PSPTO_3738","018980","PSPTO_3738","gene",293,2180,46,17,1.55655825390252,-2.18224328186447,3.73880153576698,"#D8BCBC","#A4A4DD","#E77575"
"638","PSPTO_3735","pst3735","","gene",247,2189,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"639","PSPTO_3739","pst3739","","gene",339,2197,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"656","PSPTO_4447","022530","PSPTO_4447","gene",339,1634,46,17,-0.945893056908649,0.65367095962155,-1.5995640165302,"#BCBCD8","#D3D3D3","#BCBCD8"
"657","PSPTO_4446","pst4446","","gene",293,1634,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"658","PSPTO_4444","022515","PSPTO_4444","gene",247,1625,46,17,-1.12834149970829,0.341848476830292,-1.47018997653858,"#BCBCD8","#D3D3D3","#BCBCD8"
"659","PSPTO_4445","pst4445","","gene",247,1642,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"660","PSPTO_4443","pst4443","","gene",293,1651,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"710","PSPTO_3071","pst3071","","gene",1547,599,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"728","PSPTO_5359","pst5359","","gene",675,798,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"729","PSPTO_5357","pst5357","","gene",721,807,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"730","PSPTO_5360","pst5360","","gene",675,815,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"731","PSPTO_5358","pst5358","","gene",629,807,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"734","PSPTO_0308","pst0308","","gene",247,153,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"745","PSPTO_0763","013490","PSPTO_0763","gene",629,1458,46,17,1.31092701849073,-0.0840958528376511,1.39502287132838,"#D8BCBC","#D3D3D3","#D8BCBC"
"746","PSPTO_0762","003375","PSPTO_0762","gene",675,1450,46,17,2.61550380167824,-0.807498858828646,3.42300266050688,"#E28D8D","#BCBCD8","#E77575"
"747","PSPTO_0760","pst0760","","gene",721,1458,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"750","PSPTO_0761","pst0761","","gene",675,1467,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"766","PSPTO_0759","pst0759","PSPTO_0759","gene",247,1688,46,17,2.34610675696023,-0.456692967770619,2.80279972473085,"#DDA4A4","#D3D3D3","#E28D8D"
"767","PSPTO_0767","pst0767","","gene",293,1696,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"768","PSPTO_0769","pst0769","","gene",339,1688,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"769","PSPTO_0768","pst0768","","gene",293,1679,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
