"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"234","PSPTO_1430","pst1430","","gene",430,533,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"236","PSPTO_1562","007750","PSPTO_1562","gene",429,613,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"237","PSPTO_2022","010310","PSPTO_2022","gene",624,598,46,17,-2.51795102835736,0.0473922028955397,-2.5653432312529,"#8D8DE2","#D3D3D3","#8D8DE2"
"238","PSPTO_0073","000780","PSPTO_0073","gene",219,378,46,17,-1.34947569876573,0.62554283330012,-1.97501853206585,"#BCBCD8","#D3D3D3","#A4A4DD"
"243","PSPTO_0549","pst0549","","gene",1418,249,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"244","PSPTO_4432","pst4432","","gene",1553,211,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"245","PSPTO_4432","pst4432","","gene",1505,249,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"250","PSPTO_2654","pst2654","PSPTO_2654","gene",904,681,46,17,-2.9510445839337,-0.139708939408282,-2.81133564452542,"#8D8DE2","#D3D3D3","#8D8DE2"
"251","PSPTO_2654","pst2654","PSPTO_2654","gene",799,718,46,17,-2.9510445839337,-0.139708939408282,-2.81133564452542,"#8D8DE2","#D3D3D3","#8D8DE2"
"252","PSPTO_1459","pst1459","","gene",558,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"259","PSPTO_0112","pst0112","","gene",901,598,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"267","PSPTO_2331","017725","PSPTO_2331","gene",361,596,46,17,-1.40261794127005,-0.50074428064202,-0.901873660628025,"#BCBCD8","#D3D3D3","#BCBCD8"
"274","PSPTO_4973","025490","PSPTO_4973","gene",112,253,46,17,0.967865004609744,-0.617715036092857,1.5855800407026,"#D8BCBC","#D3D3D3","#D8BCBC"
"277","PSPTO_0112","pst0112","","gene",614,642,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"279","PSPTO_1509","007470","PSPTO_1509","gene",1380,581,46,17,-2.50326459983209,-0.349718722051824,-2.15354587778026,"#8D8DE2","#D3D3D3","#A4A4DD"
"285","PSPTO_2373","pst2373","","gene",685,640,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"287","PSPTO_1430","pst1430","","gene",470,262,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"291","PSPTO_0230","001040","PSPTO_0230","gene",139,409,46,17,-1.36839527365667,-0.358372888605466,-1.01002238505121,"#BCBCD8","#D3D3D3","#BCBCD8"
"292","PSPTO_4337","pst4337","","gene",429,426,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"293","PSPTO_4337","pst4337","","gene",430,552,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"294","PSPTO_1990","pst1990","","gene",589,623,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"296","PSPTO_1990","pst1990","","gene",1035,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"304","PSPTO_4337","pst4337","","gene",1437,551,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"305","PSPTO_4337","pst4337","","gene",1437,472,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"411","PSPTO_2373","pst2373","","gene",761,599,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"414","PSPTO_5402","028210","PSPTO_5402","gene",112,274,46,17,-1.10509763795713,0.062279734193119,-1.16737737215025,"#BCBCD8","#D3D3D3","#BCBCD8"
"419","PSPTO_5493","pst5493","","gene",696,221,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"420","PSPTO_5494","pst5494","","gene",791,221,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"422","PSPTO_0490","pst0490","","gene",1328,347,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"423","PSPTO_0083","pst0083","","gene",112,199,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"424","PSPTO_2809","pst2809","","gene",799,774,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"429","PSPTO_5051","pst5051","","gene",799,485,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"430","PSPTO_5051","pst5051","","gene",558,273,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"434","PSPTO_1695","008700","PSPTO_1695","gene",1244,377,46,17,1.07608294459397,0.0994165043079695,0.976666440285999,"#D8BCBC","#D3D3D3","#D8BCBC"
"435","PSPTO_1695","008700","PSPTO_1695","gene",558,361,46,17,1.07608294459397,0.0994165043079695,0.976666440285999,"#D8BCBC","#D3D3D3","#D8BCBC"
