"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"134","PSPTO_2198","pst2198","","gene",228,693,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"149","PSPTO_4647","pst4647","","gene",688,813,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"150","PSPTO_4648","pst4648","","gene",642,813,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"151","PSPTO_2001","010215","PSPTO_2001","gene",550,813,46,17,-1.45052503484245,-0.243025393258548,-1.2074996415839,"#BCBCD8","#D3D3D3","#BCBCD8"
"152","PSPTO_2002","pst2002","","gene",504,813,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"153","PSPTO_2003","010225","PSPTO_2003","gene",458,813,46,17,-2.15106040445017,-0.0908608387305166,-2.06019956571965,"#A4A4DD","#D3D3D3","#A4A4DD"
"154","PSPTO_2004","010230","PSPTO_2004","gene",412,813,46,17,-1.46504903738397,-0.120387876800705,-1.34466116058327,"#BCBCD8","#D3D3D3","#BCBCD8"
"160","PSPTO_1326","006515","PSPTO_1326","gene",228,778,46,17,-1.81207708987954,-1.39731678617564,-0.414760303703904,"#A4A4DD","#BCBCD8","#D3D3D3"
"161","PSPTO_1327","006520","PSPTO_1327","gene",182,778,46,17,-1.57198618753763,-1.39890411162393,-0.173082075913693,"#BCBCD8","#BCBCD8","#D3D3D3"
"162","PSPTO_1329","006530","PSPTO_1329","gene",91,778,46,17,-1.45560515265812,-1.0754120169494,-0.380193135708718,"#BCBCD8","#BCBCD8","#D3D3D3"
"163","PSPTO_1325","pst1325","","gene",274,778,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"166","PSPTO_1328","006525","PSPTO_1328","gene",136,778,46,17,-1.36116860788956,-1.30014119607593,-0.0610274118136319,"#BCBCD8","#BCBCD8","#D3D3D3"
"167","PSPTO_1329","006530","PSPTO_1329","gene",91,755,46,17,-1.45560515265812,-1.0754120169494,-0.380193135708718,"#BCBCD8","#BCBCD8","#D3D3D3"
"169","PSPTO_5599","pst5599","","gene",954,523,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"170","PSPTO_5601","pst5601","","gene",908,523,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"171","PSPTO_5600","pst5600","","gene",1000,523,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"172","PSPTO_5602","pst5602","","gene",1046,523,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"173","PSPTO_5598","pst5598","","gene",1092,523,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"174","PSPTO_5604","pst5604","","gene",1000,540,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"175","PSPTO_5605","pst5605","","gene",908,540,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"176","PSPTO_5603","pst5603","","gene",954,540,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"217","PSPTO_2195","pst2195","","gene",434,358,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
