"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"156","PSPTO_t20","pst3345","","gene",228,120,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"157","PSPTO_t18","pst3345","","gene",228,246,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"158","PSPTO_t04","pst3345","","gene",228,333,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"159","PSPTO_t46","pst3345","","gene",228,422,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"160","PSPTO_t24","pst3345","","gene",228,814,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"161","PSPTO_t07","pst3345","","gene",228,725,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"162","PSPTO_t11","pst3345","","gene",228,549,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"163","PSPTO_t06","pst3345","","gene",228,635,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"164","PSPTO_t37","pst3345","","gene",228,1041,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"166","PSPTO_t02","pst3345","","gene",228,1128,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"167","PSPTO_t34","pst3345","","gene",833,120,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"168","PSPTO_t19","pst3345","","gene",833,210,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"169","PSPTO_t03","pst3345","","gene",833,298,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"170","PSPTO_t13","pst3345","","gene",833,388,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"172","PSPTO_t01","pst3345","","gene",833,577,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"173","PSPTO_t12","pst3345","","gene",833,664,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"174","PSPTO_t44","pst3345","","gene",833,753,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"175","PSPTO_t60","pst3345","","gene",833,843,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"176","PSPTO_t05","pst3345","","gene",833,932,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"177","PSPTO_t08","pst3345","","gene",833,1021,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
