#Position (bp)	mapping quality
6325729.0	241.68598102665715
6345590.0	237.35371306385684
6365451.0	241.9032781107512
6385312.0	241.40922900784676
6405173.0	241.79925783994508
6425034.0	240.86362001916467
6444895.0	241.03969180222953
6464756.0	240.10543535379355
6484617.0	241.43530048202672
6504478.0	242.0069694901276
6524339.0	230.71277265105275
6544200.0	235.87675007302113
6564061.0	237.02276642703472
6583922.0	202.4501104707297
6603783.0	242.75719096155913
6623644.0	225.02873136496285
6643505.0	193.37378794158897
6663366.0	238.68301605073142
6683227.0	241.0122160352265
6703088.0	240.50006636274452
6722949.0	233.15330304144769
6742810.0	243.4121137059886
6762671.0	241.3675846434337
6782532.0	240.8361979394865
6802393.0	229.98079919404023
6822254.0	209.99402313705616
6842115.0	241.79259052117158
6861976.0	242.97399301983663
6881837.0	215.23980922445446
6901698.0	231.53023731830987
6921559.0	241.83195265966893
6941420.0	240.23872776846207
6961281.0	241.58586141479057
6981142.0	206.00496625760562
7001003.0	225.82250017766438
7020864.0	239.0113663425785
7040725.0	241.3581560376179
7060586.0	237.17996623060995
7080447.0	233.95974800393563
7100308.0	203.6244141691734
7120169.0	240.59527100425808
7140030.0	242.87423315114864
7159891.0	221.00699094512044
7179752.0	241.11049834330316
7199613.0	239.952526903463
7219474.0	237.74192373913294
7239335.0	241.18089066041446
7259196.0	234.40683661245643
7279057.0	199.27880278111243
7298918.0	236.94796215473264
7318779.0	242.29449268430534
7338640.0	239.31128676090108
7358501.0	237.20085206782554
7378362.0	237.80416135004168
7398223.0	206.43474189484206
7418084.0	240.64218339408168
7437945.0	242.45742357530196
7457806.0	241.73940697761333
7477667.0	240.07654557899147
7497528.0	242.95412301514045
7517389.0	242.10645182804467
7537250.0	234.50140775713584
7557111.0	239.80522438314392
7576972.0	242.27645277308156
7596833.0	236.82338429254298
7616694.0	235.90774749179263
7636555.0	240.84461714727107
7656416.0	185.04187350267037
7676277.0	239.60360352247022
7696138.0	233.01213573260443
7715999.0	242.58824515385712
7735860.0	238.57044965631243
7755721.0	229.2371479034551
7775582.0	169.453481710871
7795443.0	221.80123260043024
7815304.0	241.23298440759996
7835165.0	242.62670715243283
7855026.0	239.9647790219933
7874808.0	70.48998416901406
7884738.5	0.06400170104188815
7894748.0	3.061154826455937
7914609.0	25.578199730648
7934351.0	15.447306484044516
